"id"	"famille"	1808	"Noble"	"Citoyen"	"famille.12e.siecle"
"2056"	"graneboni"	"1"	"0"	"0"	"0"
"2057"	"calichiopoli"	"1"	"0"	"0"	"0"
"2058"	"artelli"	"1"	"0"	"0"	"0"
"2059"	"pasco"	"1"	"0"	"0"	"0"
"2060"	"pader"	"1"	"0"	"0"	"0"
"2061"	"zennaro"	"1"	"0"	"0"	"0"
"2062"	"fornoni"	"1"	"0"	"0"	"0"
"2063"	"giandolini"	"1"	"0"	"0"	"0"
"2064"	"fracasietti"	"1"	"0"	"0"	"0"
"2065"	"targa"	"1"	"0"	"0"	"0"
"2066"	"bonifazio"	"1"	"0"	"0"	"0"
"2067"	"dondiorologio"	"1"	"0"	"0"	"1"
"2068"	"sbonifazio"	"1"	"0"	"0"	"0"
"2069"	"dapazze"	"1"	"0"	"0"	"0"
"2070"	"gavardina"	"1"	"0"	"0"	"0"
"2071"	"ga"	"1"	"0"	"0"	"0"
"2072"	"sabioni"	"1"	"0"	"0"	"0"
"2073"	"bonagli"	"1"	"0"	"0"	"0"
"2074"	"rugeri"	"1"	"0"	"0"	"0"
"2075"	"speroni"	"1"	"0"	"0"	"0"
"2076"	"barcelli"	"1"	"0"	"0"	"0"
"2077"	"corti"	"1"	"0"	"0"	"0"
"2078"	"lino"	"1"	"0"	"0"	"0"
"2079"	"boni"	"1"	"0"	"0"	"1"
"2080"	"leccini"	"1"	"0"	"0"	"0"
"2081"	"lugiati"	"1"	"0"	"0"	"0"
"2082"	"lezze"	"1"	"0"	"0"	"0"
"2083"	"bertuzzi"	"1"	"0"	"0"	"0"
"2084"	"maroni"	"1"	"0"	"0"	"0"
"2085"	""	"1"	"0"	"0"	"0"
"2086"	"zatti"	"1"	"0"	"0"	"0"
"2087"	"congregazione"	"1"	"0"	"0"	"0"
"2088"	"zanimbon"	"1"	"0"	"0"	"0"
"2089"	"tornieli"	"1"	"0"	"0"	"0"
"2090"	"monticano"	"1"	"0"	"0"	"0"
"2091"	"piccoli"	"1"	"0"	"0"	"0"
"2092"	"battaglia"	"1"	"0"	"0"	"0"
"2093"	"manini"	"1"	"0"	"0"	"0"
"2094"	"albinoni"	"1"	"0"	"0"	"1"
"2095"	"pavoli"	"1"	"0"	"0"	"0"
"2096"	"ferrari"	"1"	"0"	"0"	"0"
"2097"	"vivante"	"1"	"0"	"0"	"0"
"2098"	"petrogalli"	"1"	"0"	"0"	"0"
"2099"	"vittori"	"1"	"0"	"0"	"0"
"2100"	"bossi"	"1"	"0"	"0"	"0"
"2101"	"varischi"	"1"	"0"	"0"	"0"
"2102"	"beccari"	"1"	"0"	"0"	"0"
"2103"	"dariva"	"1"	"0"	"0"	"0"
"2104"	"peruli"	"1"	"0"	"0"	"0"
"2105"	"marchesani"	"1"	"0"	"0"	"0"
"2106"	"lavezari"	"1"	"0"	"0"	"0"
"2107"	"bertoli"	"1"	"0"	"0"	"0"
"2108"	"leandri"	"1"	"0"	"0"	"0"
"2109"	"dalasta"	"1"	"0"	"0"	"0"
"2110"	"lipomano"	"1"	"0"	"0"	"0"
"2111"	"coco"	"1"	"0"	"0"	"0"
"2112"	"sazzi"	"1"	"0"	"0"	"0"
"2113"	"rizzotti"	"1"	"0"	"0"	"0"
"2114"	"ss"	"1"	"0"	"0"	"0"
"2115"	"baldovini"	"1"	"0"	"0"	"0"
"2116"	"nvello"	"1"	"0"	"0"	"0"
"2117"	"rigo"	"1"	"0"	"0"	"0"
"2118"	"novello"	"1"	"0"	"0"	"0"
"2119"	"grotto"	"1"	"0"	"0"	"0"
"2120"	"giovannelli"	"1"	"0"	"0"	"0"
"2121"	"moretta"	"1"	"0"	"0"	"0"
"2122"	"reale"	"1"	"0"	"0"	"0"
"2123"	"cagliari"	"1"	"0"	"0"	"0"
"2124"	"veronesi"	"1"	"0"	"0"	"0"
"2125"	"fallier"	"1"	"0"	"0"	"0"
"2126"	"damezzo"	"1"	"0"	"0"	"0"
"2127"	"vallier"	"1"	"0"	"0"	"0"
"2128"	"canofia"	"1"	"0"	"0"	"0"
"2129"	"beneficio"	"1"	"0"	"0"	"0"
"2130"	"spineda"	"1"	"0"	"0"	"0"
"2131"	"lucca"	"1"	"0"	"0"	"0"
"2132"	"cantarutti"	"1"	"0"	"0"	"0"
"2133"	"galanti"	"1"	"0"	"0"	"0"
"2134"	"turchetto"	"1"	"0"	"0"	"0"
"2135"	"righi"	"1"	"0"	"0"	"0"
"2136"	"nadali"	"1"	"0"	"0"	"0"
"2137"	"lolin"	"1"	"0"	"0"	"0"
"2138"	"comello"	"1"	"0"	"0"	"0"
"2139"	"luiselli"	"1"	"0"	"0"	"0"
"2140"	"maschi"	"1"	"0"	"0"	"0"
"2141"	"lorenzon"	"1"	"0"	"0"	"0"
"2142"	"vanentgardenn"	"1"	"0"	"0"	"0"
"2143"	"quiselli"	"1"	"0"	"0"	"0"
"2144"	"fontanella"	"1"	"0"	"0"	"0"
"2145"	"steffani"	"1"	"0"	"0"	"0"
"2146"	"fidati"	"1"	"0"	"0"	"0"
"2147"	"barbon"	"1"	"0"	"0"	"0"
"2148"	"morcelli"	"1"	"0"	"0"	"0"
"2149"	"piccardi"	"1"	"0"	"0"	"0"
"2150"	"recanati"	"1"	"0"	"0"	"0"
"2151"	"pussi"	"1"	"0"	"0"	"0"
"2152"	"benotti"	"1"	"0"	"0"	"0"
"2153"	"farinella"	"1"	"0"	"0"	"0"
"2154"	"perisinoto"	"1"	"0"	"0"	"0"
"2155"	"trois"	"1"	"0"	"0"	"0"
"2156"	"epis"	"1"	"0"	"0"	"0"
"2157"	"perisinotto"	"1"	"0"	"0"	"0"
"2158"	"milesi"	"1"	"0"	"0"	"0"
"2159"	"maifette"	"1"	"0"	"0"	"0"
"2160"	"manetta"	"1"	"0"	"0"	"0"
"2161"	"manetti"	"1"	"0"	"0"	"0"
"2162"	"passi"	"1"	"0"	"0"	"0"
"2163"	"acqua"	"1"	"0"	"0"	"0"
"2164"	"battaggia"	"1"	"0"	"0"	"0"
"2165"	"folgasi"	"1"	"0"	"0"	"0"
"2166"	"angarani"	"1"	"0"	"0"	"0"
"2167"	"balandan"	"1"	"0"	"0"	"0"
"2168"	"baldan"	"1"	"0"	"0"	"0"
"2169"	"sassello"	"1"	"0"	"0"	"0"
"2170"	"pozzi"	"1"	"0"	"0"	"0"
"2171"	"driuzzi"	"1"	"0"	"0"	"0"
"2172"	"pedoni"	"1"	"0"	"0"	"0"
"2173"	"dadda"	"1"	"0"	"0"	"0"
"2174"	"agostinazzi"	"1"	"0"	"0"	"0"
"2175"	"fiorini"	"1"	"0"	"0"	"0"
"2176"	"vecchiaia"	"1"	"0"	"0"	"0"
"2177"	"todesco"	"1"	"0"	"0"	"0"
"2178"	"berteri"	"1"	"0"	"0"	"0"
"2179"	"simonetti"	"1"	"0"	"0"	"0"
"2180"	"simoncini"	"1"	"0"	"0"	"0"
"2181"	"widman"	"1"	"0"	"0"	"0"
"2182"	"citta"	"1"	"0"	"0"	"0"
"2183"	"venezia"	"1"	"0"	"0"	"0"
"2184"	"cherubini"	"1"	"0"	"0"	"0"
"2185"	"pasquali"	"1"	"0"	"0"	"0"
"2186"	"cortinovis"	"1"	"0"	"0"	"0"
"2187"	"gregorino"	"1"	"0"	"0"	"0"
"2188"	"grossato"	"1"	"0"	"0"	"0"
"2189"	"topi"	"1"	"0"	"0"	"0"
"2190"	"dancona"	"1"	"0"	"0"	"0"
"2191"	"brini"	"1"	"0"	"0"	"0"
"2192"	"giacomuzzi"	"1"	"0"	"0"	"0"
"2193"	"bannoni"	"1"	"0"	"0"	"0"
"2194"	"malta"	"1"	"0"	"0"	"0"
"2195"	"soli"	"1"	"0"	"0"	"0"
"2196"	"papetta"	"1"	"0"	"0"	"0"
"2197"	"belletata"	"1"	"0"	"0"	"0"
"2198"	"zotti"	"1"	"0"	"0"	"0"
"2199"	"comune"	"1"	"0"	"0"	"0"
"2200"	"pezzi"	"1"	"0"	"0"	"0"
"2201"	"gini"	"1"	"0"	"0"	"0"
"2202"	"papette"	"1"	"0"	"0"	"0"
"2203"	"compagnia"	"1"	"0"	"0"	"0"
"2204"	"comiccioli"	"1"	"0"	"0"	"0"
"2205"	"ballarini"	"1"	"0"	"0"	"0"
"2206"	"faseuri"	"1"	"0"	"0"	"0"
"2207"	"cresiafida"	"1"	"0"	"0"	"0"
"2208"	"condestaulo"	"1"	"0"	"0"	"0"
"2209"	"chiribiri"	"1"	"0"	"0"	"0"
"2210"	"lasta"	"1"	"0"	"0"	"0"
"2211"	"malascotti"	"1"	"0"	"0"	"0"
"2212"	"buffetti"	"1"	"0"	"0"	"0"
"2213"	"romberti"	"1"	"0"	"0"	"0"
"2214"	"gervasoni"	"1"	"0"	"0"	"0"
"2215"	"vetturi"	"1"	"0"	"0"	"0"
"2216"	"borghetti"	"1"	"0"	"0"	"0"
"2217"	"semitecoli"	"1"	"0"	"0"	"0"
"2218"	"ge"	"1"	"0"	"0"	"0"
"2219"	"pisana"	"1"	"0"	"0"	"0"
"2220"	"gallai"	"1"	"0"	"0"	"0"
"2221"	"buchi"	"1"	"0"	"0"	"0"
"2222"	"basegio"	"1"	"0"	"0"	"0"
"2223"	"stavignoni"	"1"	"0"	"0"	"0"
"2224"	"florian"	"1"	"0"	"0"	"0"
"2225"	"martinoli"	"1"	"0"	"0"	"0"
"2226"	"crota"	"1"	"0"	"0"	"0"
"2227"	"vespasiani"	"1"	"0"	"0"	"0"
"2228"	"deputez"	"1"	"0"	"0"	"0"
"2229"	"dozera"	"1"	"0"	"0"	"0"
"2230"	"zitti"	"1"	"0"	"0"	"0"
"2231"	"zifra"	"1"	"0"	"0"	"0"
"2232"	"paganello"	"1"	"0"	"0"	"0"
"2233"	"dal"	"1"	"0"	"0"	"0"
"2234"	"gobbo"	"1"	"0"	"0"	"0"
"2235"	"valentinis"	"1"	"0"	"0"	"0"
"2236"	"lungi"	"1"	"0"	"0"	"0"
"2237"	"cabaluta"	"1"	"0"	"0"	"0"
"2238"	"zuliani"	"1"	"0"	"0"	"0"
"2239"	"spangher"	"1"	"0"	"0"	"0"
"2240"	"ruffini"	"1"	"0"	"0"	"0"
"2241"	"lucatelli"	"1"	"0"	"0"	"0"
"2242"	"mazzona"	"1"	"0"	"0"	"0"
"2243"	"minotti"	"1"	"0"	"0"	"0"
"2244"	"fisser"	"1"	"0"	"0"	"0"
"2245"	"cantu"	"1"	"0"	"0"	"0"
"2246"	"colavella"	"1"	"0"	"0"	"0"
"2247"	"mocchi"	"1"	"0"	"0"	"0"
"2248"	"marzorati"	"1"	"0"	"0"	"0"
"2249"	"conto"	"1"	"0"	"0"	"0"
"2250"	"squadroni"	"1"	"0"	"0"	"0"
"2251"	"dalla"	"1"	"0"	"0"	"0"
"2252"	"bruna"	"1"	"0"	"0"	"0"
"2253"	"chiavito"	"1"	"0"	"0"	"0"
"2254"	"coredano"	"1"	"0"	"0"	"0"
"2255"	"pedrocchi"	"1"	"0"	"0"	"0"
"2256"	"barazzutti"	"1"	"0"	"0"	"0"
"2257"	"segalina"	"1"	"0"	"0"	"0"
"2258"	"bonvecchiato"	"1"	"0"	"0"	"0"
"2259"	"taboga"	"1"	"0"	"0"	"0"
"2260"	"borlini"	"1"	"0"	"0"	"0"
"2261"	"savadori"	"1"	"0"	"0"	"0"
"2262"	"papete"	"1"	"0"	"0"	"0"
"2263"	"luzzo"	"1"	"0"	"0"	"0"
"2264"	"zanne"	"1"	"0"	"0"	"1"
"2265"	"sandrinelli"	"1"	"0"	"0"	"0"
"2266"	"lian"	"1"	"0"	"0"	"0"
"2267"	"gosoli"	"1"	"0"	"0"	"0"
"2268"	"antonelli"	"1"	"0"	"0"	"0"
"2269"	"fanetti"	"1"	"0"	"0"	"0"
"2270"	"trentini"	"1"	"0"	"0"	"0"
"2271"	"delai"	"1"	"0"	"0"	"0"
"2272"	"savoldello"	"1"	"0"	"0"	"0"
"2273"	"baston"	"1"	"0"	"0"	"0"
"2274"	"suppies"	"1"	"0"	"0"	"0"
"2275"	"luccatelli"	"1"	"0"	"0"	"0"
"2276"	"bissano"	"1"	"0"	"0"	"1"
"2277"	"marchi"	"1"	"0"	"0"	"0"
"2278"	"revizzi"	"1"	"0"	"0"	"0"
"2279"	"albini"	"1"	"0"	"0"	"0"
"2280"	"lanterna"	"1"	"0"	"0"	"0"
"2281"	"commisiana"	"1"	"0"	"0"	"0"
"2282"	"gulignani"	"1"	"0"	"0"	"0"
"2283"	"formentello"	"1"	"0"	"0"	"0"
"2284"	"bolani"	"1"	"0"	"0"	"0"
"2285"	"alessio"	"1"	"0"	"0"	"0"
"2286"	"zustiniani"	"1"	"0"	"0"	"0"
"2287"	"giacchetti"	"1"	"0"	"0"	"0"
"2288"	"colalto"	"1"	"0"	"0"	"0"
"2289"	"picazzo"	"1"	"0"	"0"	"0"
"2290"	"grandis"	"1"	"0"	"0"	"0"
"2291"	"canton"	"1"	"0"	"0"	"0"
"2292"	"cademo"	"1"	"0"	"0"	"0"
"2293"	"zundaval"	"1"	"0"	"0"	"0"
"2294"	"soratroi"	"1"	"0"	"0"	"0"
"2295"	"frucco"	"1"	"0"	"0"	"0"
"2296"	"scola"	"1"	"0"	"0"	"0"
"2297"	"vassilli"	"1"	"0"	"0"	"0"
"2298"	"bagozzi"	"1"	"0"	"0"	"0"
"2299"	"macacari"	"1"	"0"	"0"	"0"
"2300"	"primarini"	"1"	"0"	"0"	"0"
"2301"	"zanenghi"	"1"	"0"	"0"	"0"
"2302"	"iacour"	"1"	"0"	"0"	"0"
"2303"	"cattari"	"1"	"0"	"0"	"0"
"2304"	"spandri"	"1"	"0"	"0"	"0"
"2305"	"dalezze"	"1"	"0"	"0"	"0"
"2306"	"vallarezzo"	"1"	"0"	"0"	"0"
"2307"	"recanatti"	"1"	"0"	"0"	"0"
"2308"	"tomasini"	"1"	"0"	"0"	"0"
"2309"	"del"	"1"	"0"	"0"	"0"
"2310"	"gedei"	"1"	"0"	"0"	"0"
"2311"	"prodomo"	"1"	"0"	"0"	"0"
"2312"	"nicolini"	"1"	"0"	"0"	"0"
"2313"	"peder"	"1"	"0"	"0"	"0"
"2314"	"lacciadelli"	"1"	"0"	"0"	"0"
"2315"	"manfredini"	"1"	"0"	"0"	"0"
"2316"	"caminarovick"	"1"	"0"	"0"	"0"
"2317"	"codemo"	"1"	"0"	"0"	"0"
"2318"	"rugia"	"1"	"0"	"0"	"0"
"2319"	"vigentini"	"1"	"0"	"0"	"0"
"2320"	"pattes"	"1"	"0"	"0"	"0"
"2321"	"panziero"	"1"	"0"	"0"	"0"
"2322"	"marcolin"	"1"	"0"	"0"	"0"
"2323"	"sullam"	"1"	"0"	"0"	"0"
"2324"	"trosolini"	"1"	"0"	"0"	"0"
"2325"	"valvasoni"	"1"	"0"	"0"	"0"
"2326"	"paolucci"	"1"	"0"	"0"	"0"
"2327"	"lucciadelli"	"1"	"0"	"0"	"0"
"2328"	"gargadori"	"1"	"0"	"0"	"0"
"2329"	"plateo"	"1"	"0"	"0"	"0"
"2330"	"ciatto"	"1"	"0"	"0"	"0"
"2331"	"turco"	"1"	"0"	"0"	"0"
"2332"	"gambiosi"	"1"	"0"	"0"	"0"
"2333"	"re"	"1"	"0"	"0"	"0"
"2334"	"baccolo"	"1"	"0"	"0"	"0"
"2335"	"taglia"	"1"	"0"	"0"	"0"
"2336"	"facchi"	"1"	"0"	"0"	"0"
"2337"	"mizzana"	"1"	"0"	"0"	"0"
"2338"	"giuliani"	"1"	"0"	"0"	"0"
"2339"	"forati"	"1"	"0"	"0"	"0"
"2340"	"gasparini"	"1"	"0"	"0"	"0"
"2341"	"francesconi"	"1"	"0"	"0"	"0"
"2342"	"quadri"	"1"	"0"	"0"	"0"
"2343"	"morilbatto"	"1"	"0"	"0"	"0"
"2344"	"nullo"	"1"	"0"	"0"	"0"
"2345"	"borini"	"1"	"0"	"0"	"0"
"2346"	"monferra"	"1"	"0"	"0"	"0"
"2347"	"fabris"	"1"	"0"	"0"	"0"
"2348"	"ferrarioni"	"1"	"0"	"0"	"1"
"2349"	"scalfarotto"	"1"	"0"	"0"	"0"
"2350"	"zancolo"	"1"	"0"	"0"	"0"
"2351"	"sartori"	"1"	"0"	"0"	"0"
"2352"	"grolo"	"1"	"0"	"0"	"0"
"2353"	"demezzo"	"1"	"0"	"0"	"0"
"2354"	"terracina"	"1"	"0"	"0"	"0"
"2355"	"carloni"	"1"	"0"	"0"	"0"
"2356"	"benvenuti"	"1"	"0"	"0"	"0"
"2357"	"pavazza"	"1"	"0"	"0"	"0"
"2358"	"ravagnin"	"1"	"0"	"0"	"0"
"2359"	"ravagni"	"1"	"0"	"0"	"0"
"2360"	"gerlin"	"1"	"0"	"0"	"0"
"2361"	"ravena"	"1"	"0"	"0"	"0"
"2362"	"ferazzi"	"1"	"0"	"0"	"0"
"2363"	"gerlini"	"1"	"0"	"0"	"0"
"2364"	"spiga"	"1"	"0"	"0"	"0"
"2365"	"bettini"	"1"	"0"	"0"	"0"
"2366"	"bssi"	"1"	"0"	"0"	"0"
"2367"	"canestrari"	"1"	"0"	"0"	"0"
"2368"	"businello"	"1"	"0"	"0"	"0"
"2369"	"fabricci"	"1"	"0"	"0"	"0"
"2370"	"domeneghini"	"1"	"0"	"0"	"0"
"2371"	"pavini"	"1"	"0"	"0"	"0"
"2372"	"muttoni"	"1"	"0"	"0"	"0"
"2373"	"focaccia"	"1"	"0"	"0"	"0"
"2374"	"tassis"	"1"	"0"	"0"	"0"
"2375"	"gardani"	"1"	"0"	"0"	"0"
"2376"	"ghenisaghero"	"1"	"0"	"0"	"0"
"2377"	"pezzana"	"1"	"0"	"0"	"0"
"2378"	"sardi"	"1"	"0"	"0"	"0"
"2379"	"maffioletti"	"1"	"0"	"0"	"0"
"2380"	"giudoni"	"1"	"0"	"0"	"0"
"2381"	"civran"	"1"	"0"	"0"	"1"
"2382"	"paqualigo"	"1"	"0"	"0"	"0"
"2383"	"baglione"	"1"	"0"	"0"	"0"
"2384"	"mm"	"1"	"0"	"0"	"0"
"2385"	"gaudio"	"1"	"0"	"0"	"0"
"2386"	"mi"	"1"	"0"	"0"	"0"
"2387"	"zigno"	"1"	"0"	"0"	"0"
"2388"	"garlata"	"1"	"0"	"0"	"0"
"2389"	"giustriniani"	"1"	"0"	"0"	"0"
"2390"	"loredani"	"1"	"0"	"0"	"0"
"2391"	"maruzzi"	"1"	"0"	"0"	"0"
"2392"	"rocchi"	"1"	"0"	"0"	"0"
"2393"	"petris"	"1"	"0"	"0"	"0"
"2394"	"cherzo"	"1"	"0"	"0"	"0"
"2395"	"degrandis"	"1"	"0"	"0"	"0"
"2396"	"bao"	"1"	"0"	"0"	"0"
"2397"	"prebenda"	"1"	"0"	"0"	"0"
"2398"	"gamboni"	"1"	"0"	"0"	"0"
"2399"	"giatti"	"1"	"0"	"0"	"0"
"2400"	"scorella"	"1"	"0"	"0"	"0"
"2401"	"ferutti"	"1"	"0"	"0"	"0"
"2402"	"silvestrini"	"1"	"0"	"0"	"0"
"2403"	"ama"	"1"	"0"	"0"	"0"
"2404"	"dio"	"1"	"0"	"0"	"0"
"2405"	"feretti"	"1"	"0"	"0"	"0"
"2406"	"patriarcato"	"1"	"0"	"0"	"0"
"2407"	"licini"	"1"	"0"	"0"	"0"
"2408"	"tarma"	"1"	"0"	"0"	"0"
"2409"	"delle"	"1"	"0"	"0"	"0"
"2410"	"finanze"	"1"	"0"	"0"	"0"
"2411"	"borghesali"	"1"	"0"	"0"	"0"
"2412"	"urbani"	"1"	"0"	"0"	"0"
"2413"	"gansei"	"1"	"0"	"0"	"0"
"2414"	"galliu"	"1"	"0"	"0"	"0"
"2415"	"vattielli"	"1"	"0"	"0"	"0"
"2416"	"crascini"	"1"	"0"	"0"	"0"
"2417"	"tosdechini"	"1"	"0"	"0"	"0"
"2418"	"segalini"	"1"	"0"	"0"	"0"
"2419"	"vazzola"	"1"	"0"	"0"	"0"
"2420"	"suardi"	"1"	"0"	"0"	"0"
"2421"	"fraterna"	"1"	"0"	"0"	"0"
"2422"	"mander"	"1"	"0"	"0"	"0"
"2423"	"diamantini"	"1"	"0"	"0"	"0"
"2424"	"pinti"	"1"	"0"	"0"	"0"
"2425"	"provini"	"1"	"0"	"0"	"0"
"2426"	"segallini"	"1"	"0"	"0"	"0"
"2427"	"giaccometti"	"1"	"0"	"0"	"0"
"2428"	"dardi"	"1"	"0"	"0"	"0"
"2429"	"filippini"	"1"	"0"	"0"	"0"
"2430"	"schiantarello"	"1"	"0"	"0"	"0"
"2431"	"zecchini"	"1"	"0"	"0"	"0"
"2432"	"donadoni"	"1"	"0"	"0"	"0"
"2433"	"ventura"	"1"	"0"	"0"	"0"
"2434"	"crescini"	"1"	"0"	"0"	"0"
"2435"	"varrini"	"1"	"0"	"0"	"0"
"2436"	"cimaroli"	"1"	"0"	"0"	"0"
"2437"	"mauro"	"1"	"0"	"0"	"1"
"2438"	"canale"	"1"	"0"	"0"	"0"
"2439"	"bissoni"	"1"	"0"	"0"	"0"
"2440"	"pigozzo"	"1"	"0"	"0"	"0"
"2441"	"polesello"	"1"	"0"	"0"	"0"
"2442"	"vittore"	"1"	"0"	"0"	"0"
"2443"	"pavani"	"1"	"0"	"0"	"0"
"2444"	"giani"	"1"	"0"	"0"	"0"
"2445"	"panziera"	"1"	"0"	"0"	"0"
"2446"	"bianconi"	"1"	"0"	"0"	"0"
"2447"	"zamboni"	"1"	"0"	"0"	"0"
"2448"	"hoffman"	"1"	"0"	"0"	"0"
"2449"	"fabbris"	"1"	"0"	"0"	"0"
"2450"	"vidiman"	"1"	"0"	"0"	"0"
"2451"	"pasette"	"1"	"0"	"0"	"0"
"2452"	"dari"	"1"	"0"	"0"	"0"
"2453"	"penerini"	"1"	"0"	"0"	"0"
"2454"	"amati"	"1"	"0"	"0"	"0"
"2455"	"lischiuta"	"1"	"0"	"0"	"0"
"2456"	"scoffa"	"1"	"0"	"0"	"0"
"2457"	"passamaner"	"1"	"0"	"0"	"0"
"2458"	"zotto"	"1"	"0"	"0"	"0"
"2459"	"cook"	"1"	"0"	"0"	"0"
"2460"	"ghigi"	"1"	"0"	"0"	"0"
"2461"	"storti"	"1"	"0"	"0"	"0"
"2462"	"capovilla"	"1"	"0"	"0"	"0"
"2463"	"armati"	"1"	"0"	"0"	"0"
"2464"	"azamar"	"1"	"0"	"0"	"0"
"2465"	"remondini"	"1"	"0"	"0"	"0"
"2466"	"usabelli"	"1"	"0"	"0"	"0"
"2467"	"mattiuzzi"	"1"	"0"	"0"	"0"
"2468"	"mazzucchelli"	"1"	"0"	"0"	"0"
"2469"	"seles"	"1"	"0"	"0"	"0"
"2470"	"aliprandi"	"1"	"0"	"0"	"0"
"2471"	"pugnalin"	"1"	"0"	"0"	"0"
"2472"	"cominoti"	"1"	"0"	"0"	"0"
"2473"	"mossi"	"1"	"0"	"0"	"0"
"2474"	"fumi"	"1"	"0"	"0"	"0"
"2475"	"cagnini"	"1"	"0"	"0"	"0"
"2476"	"galiuti"	"1"	"0"	"0"	"0"
"2477"	"duli"	"1"	"0"	"0"	"0"
"2478"	"teneschi"	"1"	"0"	"0"	"0"
"2479"	"solimbergo"	"1"	"0"	"0"	"0"
"2480"	"olivi"	"1"	"0"	"0"	"0"
"2481"	"patelli"	"1"	"0"	"0"	"0"
"2482"	"prezzatto"	"1"	"0"	"0"	"0"
"2483"	"nerini"	"1"	"0"	"0"	"0"
"2484"	"pizioli"	"1"	"0"	"0"	"0"
"2485"	"pez"	"1"	"0"	"0"	"0"
"2486"	"sulam"	"1"	"0"	"0"	"0"
"2487"	"dapelle"	"1"	"0"	"0"	"0"
"2488"	"messulam"	"1"	"0"	"0"	"0"
"2489"	"baronelli"	"1"	"0"	"0"	"0"
"2490"	"ladini"	"1"	"0"	"0"	"0"
"2491"	"luzzato"	"1"	"0"	"0"	"0"
"2492"	"camossoni"	"1"	"0"	"0"	"0"
"2493"	"lucatello"	"1"	"0"	"0"	"0"
"2494"	"dabala"	"1"	"0"	"0"	"0"
"2495"	"luca"	"1"	"0"	"0"	"0"
"2496"	"pocchini"	"1"	"0"	"0"	"0"
"2497"	"deportes"	"1"	"0"	"0"	"0"
"2498"	"muzio"	"1"	"0"	"0"	"0"
"2499"	"compagnola"	"1"	"0"	"0"	"0"
"2500"	"raffaelli"	"1"	"0"	"0"	"0"
"2501"	"zugno"	"1"	"0"	"0"	"0"
"2502"	"ghezzi"	"1"	"0"	"0"	"0"
"2503"	"barzisa"	"1"	"0"	"0"	"0"
"2504"	"forro"	"1"	"0"	"0"	"0"
"2505"	"paoluzi"	"1"	"0"	"0"	"0"
"2506"	"niccolo"	"1"	"0"	"0"	"0"
"2507"	"illaris"	"1"	"0"	"0"	"0"
"2508"	"marin"	"1"	"0"	"0"	"0"
"2509"	"torni"	"1"	"0"	"0"	"0"
"2510"	"battistelli"	"1"	"0"	"0"	"0"
"2511"	"grota"	"1"	"0"	"0"	"0"
"2512"	"damula"	"1"	"0"	"0"	"0"
"2513"	"lanfritto"	"1"	"0"	"0"	"0"
"2514"	"perasso"	"1"	"0"	"0"	"0"
"2515"	"lodovici"	"1"	"0"	"0"	"0"
"2516"	"mantovani"	"1"	"0"	"0"	"0"
"2517"	"zanini"	"1"	"0"	"0"	"0"
"2518"	"salerali"	"1"	"0"	"0"	"0"
"2519"	"pampanin"	"1"	"0"	"0"	"0"
"2520"	"zanotti"	"1"	"0"	"0"	"0"
"2521"	"tiossi"	"1"	"0"	"0"	"0"
"2522"	"selsi"	"1"	"0"	"0"	"0"
"2523"	"sangian"	"1"	"0"	"0"	"0"
"2524"	"tofetti"	"1"	"0"	"0"	"0"
"2525"	"remps"	"1"	"0"	"0"	"0"
"2526"	"forte"	"1"	"0"	"0"	"0"
"2527"	"avanzetti"	"1"	"0"	"0"	"0"
"2528"	"procuratia"	"1"	"0"	"0"	"0"
"2529"	"pappafava"	"1"	"0"	"0"	"0"
"2530"	"rensi"	"1"	"0"	"0"	"0"
"2531"	"lanfrito"	"1"	"0"	"0"	"0"
"2532"	"frattini"	"1"	"0"	"0"	"0"
"2533"	"rotta"	"1"	"0"	"0"	"0"
"2534"	"gessi"	"1"	"0"	"0"	"0"
"2535"	"petrovich"	"1"	"0"	"0"	"0"
"2536"	"moscheni"	"1"	"0"	"0"	"0"
"2537"	"padovan"	"1"	"0"	"0"	"0"
"2538"	"andriuzzi"	"1"	"0"	"0"	"0"
"2539"	"gruer"	"1"	"0"	"0"	"0"
"2540"	"marassi"	"1"	"0"	"0"	"0"
"2541"	"mozenigo"	"1"	"0"	"0"	"0"
"2542"	"rizzetti"	"1"	"0"	"0"	"0"
"2543"	"ricevitori"	"1"	"0"	"0"	"0"
"2544"	""	"1"	"0"	"0"	"0"
"2545"	"bassi"	"1"	"0"	"0"	"0"
"2546"	"basili"	"1"	"0"	"0"	"0"
"2547"	"sacato"	"1"	"0"	"0"	"0"
"2548"	"fedelli"	"1"	"0"	"0"	"0"
"2549"	"padovani"	"1"	"0"	"0"	"0"
"2550"	"barberi"	"1"	"0"	"0"	"0"
"2551"	"vevrini"	"1"	"0"	"0"	"0"
"2552"	"cigogna"	"1"	"0"	"0"	"0"
"2553"	"podroizzer"	"1"	"0"	"0"	"0"
"2554"	"malanotti"	"1"	"0"	"0"	"0"
"2555"	"terazzina"	"1"	"0"	"0"	"0"
"2556"	"cannal"	"1"	"0"	"0"	"0"
"2557"	"rubi"	"1"	"0"	"0"	"0"
"2558"	"rafai"	"1"	"0"	"0"	"0"
"2559"	"cartelli"	"1"	"0"	"0"	"0"
"2560"	"pavan"	"1"	"0"	"0"	"0"
"2561"	"doria"	"1"	"0"	"0"	"0"
"2562"	"basilica"	"1"	"0"	"0"	"0"
