"id"	"famille"	1808	"Noble"	"Citoyen"	"famille.12e.siecle"
"1549"	"poro"	"0"	"0"	"1"	"0"
"1550"	"porta"	"1"	"0"	"1"	"0"
"1551"	"portico"	"0"	"0"	"1"	"0"
"1552"	"pozzo"	"1"	"0"	"1"	"0"
"1553"	"prandi"	"0"	"0"	"1"	"0"
"1554"	"premuda"	"1"	"0"	"1"	"0"
"1555"	"preti"	"1"	"0"	"1"	"0"
"1556"	"prezzato"	"1"	"0"	"1"	"0"
"1557"	"princivalli"	"0"	"0"	"1"	"0"
"1558"	"profetino"	"0"	"0"	"1"	"0"
"1559"	"prudenti"	"0"	"0"	"1"	"0"
"1560"	"pusterla"	"0"	"0"	"1"	"0"
"1561"	"quadraginta"	"0"	"0"	"1"	"0"
"1562"	"quaranta"	"0"	"0"	"1"	"0"
"1563"	"quartari"	"0"	"0"	"1"	"0"
"1564"	"quarti"	"1"	"0"	"1"	"0"
"1565"	"rabbia"	"0"	"0"	"1"	"0"
"1566"	"rafaganelli"	"0"	"0"	"1"	"0"
"1567"	"raffai"	"1"	"0"	"1"	"0"
"1568"	"ragazzola"	"0"	"0"	"1"	"0"
"1569"	"ragazzoni"	"0"	"0"	"1"	"0"
"1570"	"ramberti"	"0"	"0"	"1"	"0"
"1571"	"ramusio"	"0"	"0"	"1"	"0"
"1572"	"rannusio"	"0"	"0"	"1"	"0"
"1573"	"ravagnani"	"0"	"0"	"1"	"0"
"1574"	"ravergi"	"0"	"0"	"1"	"0"
"1575"	"raverti"	"0"	"0"	"1"	"0"
"1576"	"ravignani"	"0"	"0"	"1"	"0"
"1577"	"recovrati"	"0"	"0"	"1"	"0"
"1578"	"redaldi"	"0"	"0"	"1"	"0"
"1579"	"regazzi"	"0"	"0"	"1"	"0"
"1580"	"regazzetti"	"0"	"0"	"1"	"0"
"1581"	"regazzoni"	"0"	"0"	"1"	"0"
"1582"	"reggia"	"0"	"0"	"1"	"0"
"1583"	"reguardati"	"0"	"0"	"1"	"0"
"1584"	"reni"	"0"	"0"	"1"	"0"
"1585"	"resio"	"0"	"0"	"1"	"0"
"1586"	"riccio"	"0"	"0"	"1"	"0"
"1587"	"richieri"	"0"	"0"	"1"	"0"
"1588"	"ridolfi"	"1"	"0"	"1"	"0"
"1589"	"rigamonti"	"1"	"0"	"1"	"0"
"1590"	"righini"	"0"	"0"	"1"	"0"
"1591"	"rigorosi"	"0"	"0"	"1"	"0"
"1592"	"rimondi"	"0"	"0"	"1"	"0"
"1593"	"rinaldi"	"1"	"0"	"1"	"0"
"1594"	"rinio"	"0"	"0"	"1"	"0"
"1595"	"rioba"	"0"	"0"	"1"	"0"
"1596"	"riva"	"1"	"0"	"1"	"0"
"1597"	"riviera"	"0"	"0"	"1"	"0"
"1598"	"rizzardi"	"1"	"0"	"1"	"0"
"1599"	"rizzi"	"1"	"0"	"1"	"0"
"1600"	"rizzo"	"1"	"0"	"1"	"0"
"1601"	"rizzo patarol"	"0"	"0"	"1"	"0"
"1602"	"ro"	"0"	"0"	"1"	"0"
"1603"	"roberti"	"1"	"0"	"1"	"0"
"1604"	"robobelli"	"0"	"0"	"1"	"0"
"1605"	"rocca"	"0"	"0"	"1"	"0"
"1606"	"roccabonella"	"0"	"0"	"1"	"0"
"1607"	"roccas"	"0"	"0"	"1"	"0"
"1608"	"rocco"	"0"	"0"	"1"	"0"
"1609"	"rois"	"0"	"0"	"1"	"0"
"1610"	"romanelli"	"0"	"0"	"1"	"0"
"1611"	"rompiasi"	"0"	"0"	"1"	"0"
"1612"	"roncalli"	"0"	"0"	"1"	"0"
"1613"	"ronchis"	"0"	"0"	"1"	"0"
"1614"	"ronzoni"	"0"	"0"	"1"	"0"
"1615"	"rosati"	"0"	"0"	"1"	"0"
"1616"	"rossetti"	"1"	"0"	"1"	"0"
"1617"	"rotelli"	"0"	"0"	"1"	"0"
"1618"	"rovello"	"0"	"0"	"1"	"0"
"1619"	"rubbi"	"1"	"0"	"1"	"0"
"1620"	"rubeo"	"0"	"0"	"1"	"0"
"1621"	"ruberti"	"1"	"0"	"1"	"0"
"1622"	"rudio"	"0"	"0"	"1"	"0"
"1623"	"rufaldelli"	"0"	"0"	"1"	"0"
"1624"	"ruis"	"0"	"0"	"1"	"0"
"1625"	"ruoda"	"0"	"0"	"1"	"0"
"1626"	"ruosa"	"0"	"0"	"1"	"0"
"1627"	"ruspini"	"1"	"0"	"1"	"0"
"1628"	"rustighelli"	"0"	"0"	"1"	"0"
"1629"	"sabbioni"	"0"	"0"	"1"	"0"
"1630"	"saccoman"	"0"	"0"	"1"	"0"
"1631"	"sacrati"	"0"	"0"	"1"	"0"
"1632"	"saetta"	"0"	"0"	"1"	"0"
"1633"	"sagina"	"0"	"0"	"1"	"0"
"1634"	"sagondin"	"0"	"0"	"1"	"0"
"1635"	"sala"	"1"	"0"	"1"	"0"
"1636"	"saladini"	"0"	"0"	"1"	"0"
"1637"	"sale"	"0"	"0"	"1"	"0"
"1638"	"saler"	"1"	"0"	"1"	"0"
"1639"	"saligi"	"0"	"0"	"1"	"0"
"1640"	"salomoni"	"0"	"0"	"1"	"0"
"1641"	"salon"	"1"	"0"	"1"	"0"
"1642"	"salvador"	"1"	"0"	"1"	"0"
"1643"	"salvazi"	"0"	"0"	"1"	"0"
"1644"	"salvetti"	"0"	"0"	"1"	"0"
"1645"	"salvioni"	"1"	"0"	"1"	"0"
"1646"	"sandei"	"1"	"0"	"1"	"0"
"1647"	"sandri"	"1"	"0"	"1"	"0"
"1648"	"sanfermo"	"1"	"0"	"1"	"0"
"1649"	"sanguinazzo"	"0"	"0"	"1"	"0"
"1650"	"sanson"	"0"	"0"	"1"	"0"
"1651"	"sansovino"	"0"	"0"	"1"	"0"
"1652"	"santi"	"1"	"0"	"1"	"0"
"1653"	"santibusca"	"1"	"0"	"1"	"0"
"1654"	"santini"	"0"	"0"	"1"	"0"
"1655"	"santo"	"0"	"0"	"1"	"0"
"1656"	"santonini"	"1"	"0"	"1"	"0"
"1657"	"santorio"	"1"	"0"	"1"	"0"
"1658"	"sanudo"	"1"	"0"	"1"	"1"
"1659"	"sarasin"	"0"	"0"	"1"	"0"
"1660"	"sardini"	"0"	"0"	"1"	"0"
"1661"	"sari"	"0"	"0"	"1"	"0"
"1662"	"sarotti"	"0"	"0"	"1"	"0"
"1663"	"sauli"	"0"	"0"	"1"	"0"
"1664"	"savaton"	"0"	"0"	"1"	"0"
"1665"	"savina"	"0"	"0"	"1"	"0"
"1666"	"savioni"	"1"	"0"	"1"	"0"
"1667"	"sbruglio"	"0"	"0"	"1"	"0"
"1668"	"scaccabarozzi"	"0"	"0"	"1"	"1"
"1669"	"scala"	"1"	"0"	"1"	"0"
"1670"	"scalfurotto"	"0"	"0"	"1"	"0"
"1671"	"scaramella"	"0"	"0"	"1"	"0"
"1672"	"scarella"	"1"	"0"	"1"	"0"
"1673"	"schiavo"	"0"	"0"	"1"	"0"
"1674"	"schietti"	"0"	"0"	"1"	"0"
"1675"	"scotti"	"1"	"0"	"1"	"0"
"1676"	"scripioni"	"0"	"0"	"1"	"0"
"1677"	"scudi"	"0"	"0"	"1"	"0"
"1678"	"sebastiani"	"0"	"0"	"1"	"0"
"1679"	"secchi"	"0"	"0"	"1"	"0"
"1680"	"secchini"	"0"	"0"	"1"	"0"
"1681"	"seco"	"0"	"0"	"1"	"0"
"1682"	"seda"	"0"	"0"	"1"	"0"
"1683"	"segalin"	"0"	"0"	"1"	"0"
"1684"	"seghetti"	"0"	"0"	"1"	"0"
"1685"	"seghezzi"	"0"	"0"	"1"	"0"
"1686"	"seguro"	"0"	"0"	"1"	"0"
"1687"	"selarini"	"0"	"0"	"1"	"0"
"1688"	"semprebonis"	"0"	"0"	"1"	"0"
"1689"	"senachi"	"0"	"0"	"1"	"0"
"1690"	"sentini"	"0"	"0"	"1"	"0"
"1691"	"serafin"	"1"	"0"	"1"	"0"
"1692"	"serbolan"	"0"	"0"	"1"	"0"
"1693"	"serico"	"0"	"0"	"1"	"0"
"1694"	"serra"	"1"	"0"	"1"	"0"
"1695"	"sessa"	"0"	"0"	"1"	"0"
"1696"	"seuli"	"0"	"0"	"1"	"0"
"1697"	"sforzatè"	"0"	"0"	"1"	"0"
"1698"	"siega"	"0"	"0"	"1"	"0"
"1699"	"signoretti"	"0"	"0"	"1"	"0"
"1700"	"silvestri"	"0"	"0"	"1"	"0"
"1701"	"silvio"	"1"	"0"	"1"	"0"
"1702"	"simoni"	"1"	"0"	"1"	"0"
"1703"	"sinenti"	"0"	"0"	"1"	"0"
"1704"	"singlitico"	"0"	"0"	"1"	"0"
"1705"	"soffietti"	"0"	"0"	"1"	"0"
"1706"	"sograffi"	"0"	"0"	"1"	"0"
"1707"	"sol"	"0"	"0"	"1"	"0"
"1708"	"solari"	"1"	"0"	"1"	"0"
"1709"	"solighi"	"0"	"0"	"1"	"0"
"1710"	"solimano"	"0"	"0"	"1"	"0"
"1711"	"somarilli"	"0"	"0"	"1"	"0"
"1712"	"sommariva"	"0"	"0"	"1"	"0"
"1713"	"sonica"	"1"	"0"	"1"	"0"
"1714"	"soperchi"	"1"	"0"	"1"	"0"
"1715"	"soprano"	"0"	"0"	"1"	"0"
"1716"	"sora"	"0"	"0"	"1"	"0"
"1717"	"sorbeli"	"0"	"0"	"1"	"0"
"1718"	"soro"	"0"	"0"	"1"	"0"
"1719"	"sorte"	"0"	"0"	"1"	"0"
"1720"	"sozomeno"	"0"	"0"	"1"	"0"
"1721"	"spa"	"0"	"0"	"1"	"0"
"1722"	"spada"	"1"	"0"	"1"	"0"
"1723"	"spandolin"	"0"	"0"	"1"	"0"
"1724"	"spedali"	"0"	"0"	"1"	"0"
"1725"	"speladi"	"0"	"0"	"1"	"0"
"1726"	"spiera"	"1"	"0"	"1"	"0"
"1727"	"spinelli"	"1"	"0"	"1"	"0"
"1728"	"squadron"	"0"	"0"	"1"	"0"
"1729"	"stae"	"1"	"0"	"1"	"0"
"1730"	"stefani"	"1"	"0"	"1"	"0"
"1731"	"stella"	"1"	"0"	"1"	"0"
"1732"	"stellini"	"0"	"0"	"1"	"0"
"1733"	"stoppa"	"0"	"0"	"1"	"0"
"1734"	"sugenerio"	"0"	"0"	"1"	"0"
"1735"	"sulimano"	"0"	"0"	"1"	"0"
"1736"	"sumana"	"0"	"0"	"1"	"0"
"1737"	"summaripa"	"0"	"0"	"1"	"0"
"1738"	"superchi"	"1"	"0"	"1"	"0"
"1739"	"svario"	"1"	"0"	"1"	"0"
"1740"	"talenti"	"0"	"0"	"1"	"0"
"1741"	"talonigo"	"0"	"0"	"1"	"0"
"1742"	"tamagno"	"1"	"0"	"1"	"0"
"1743"	"tanti"	"0"	"0"	"1"	"0"
"1744"	"tassini"	"1"	"0"	"1"	"0"
"1745"	"tasso"	"1"	"0"	"1"	"0"
"1746"	"tatullo"	"0"	"0"	"1"	"0"
"1747"	"tealdini"	"0"	"0"	"1"	"0"
"1748"	"teatino"	"0"	"0"	"1"	"0"
"1749"	"tebaldi"	"1"	"0"	"1"	"0"
"1750"	"tebaldini"	"0"	"0"	"1"	"0"
"1751"	"tedaldini"	"0"	"0"	"1"	"0"
"1752"	"terlato"	"0"	"0"	"1"	"0"
"1753"	"terza"	"0"	"0"	"1"	"0"
"1754"	"terzi"	"1"	"0"	"1"	"0"
"1755"	"testa"	"1"	"0"	"1"	"0"
"1756"	"testagrossa"	"0"	"0"	"1"	"0"
"1757"	"tetta"	"0"	"0"	"1"	"0"
"1758"	"tiboni"	"0"	"0"	"1"	"0"
"1759"	"tiene"	"1"	"0"	"1"	"0"
"1760"	"tiozzi"	"0"	"0"	"1"	"0"
"1761"	"tirabosco"	"1"	"0"	"1"	"0"
"1762"	"tistani"	"0"	"0"	"1"	"0"
"1763"	"todeschini"	"1"	"0"	"1"	"0"
"1764"	"tolini"	"0"	"0"	"1"	"0"
"1765"	"tolomei"	"0"	"0"	"1"	"0"
"1766"	"tomasei"	"0"	"0"	"1"	"0"
"1767"	"tommasi"	"0"	"0"	"1"	"0"
"1768"	"tommasini"	"1"	"0"	"1"	"0"
"1769"	"tommasini-degna"	"0"	"0"	"1"	"0"
"1770"	"tomii"	"0"	"0"	"1"	"0"
"1771"	"tonelli"	"0"	"0"	"1"	"0"
"1772"	"tonioli"	"0"	"0"	"1"	"0"
"1773"	"toniolo"	"0"	"0"	"1"	"0"
"1774"	"torella"	"0"	"0"	"1"	"0"
"1775"	"torniben"	"0"	"0"	"1"	"0"
"1776"	"torre"	"1"	"0"	"1"	"0"
"1777"	"del torso"	"0"	"0"	"1"	"0"
"1778"	"torte"	"0"	"0"	"1"	"0"
"1779"	"tradonico"	"0"	"0"	"1"	"0"
"1780"	"tragonesco"	"0"	"0"	"1"	"0"
"1781"	"tramezzin"	"0"	"0"	"1"	"0"
"1782"	"trapesunzio"	"0"	"0"	"1"	"0"
"1783"	"traversi"	"1"	"0"	"1"	"0"
"1784"	"trepini"	"0"	"0"	"1"	"0"
"1785"	"trento"	"1"	"0"	"1"	"0"
"1786"	"trentin"	"1"	"0"	"1"	"0"
"1787"	"trevano"	"1"	"0"	"1"	"0"
"1788"	"trevezin"	"0"	"0"	"1"	"0"
"1789"	"tribali"	"0"	"0"	"1"	"0"
"1790"	"trieste"	"1"	"0"	"1"	"0"
"1791"	"trincavella"	"0"	"0"	"1"	"0"
"1792"	"tripoli"	"0"	"0"	"1"	"0"
"1793"	"tristani"	"0"	"0"	"1"	"0"
"1794"	"tristano"	"0"	"0"	"1"	"0"
"1795"	"tulenti"	"0"	"0"	"1"	"0"
"1796"	"tuora"	"0"	"0"	"1"	"0"
"1797"	"turchi"	"0"	"0"	"1"	"0"
"1798"	"turloni"	"0"	"0"	"1"	"0"
"1799"	"turra"	"1"	"0"	"1"	"0"
"1800"	"turriani"	"0"	"0"	"1"	"0"
"1801"	"ubaldi"	"0"	"0"	"1"	"0"
"1802"	"ubaldini"	"0"	"0"	"1"	"0"
"1803"	"uberti"	"1"	"0"	"1"	"0"
"1804"	"uccelli"	"0"	"0"	"1"	"0"
"1805"	"uccelletti"	"0"	"0"	"1"	"0"
"1806"	"urban"	"0"	"0"	"1"	"0"
"1807"	"usmago"	"0"	"0"	"1"	"0"
"1808"	"usper"	"0"	"0"	"1"	"0"
"1809"	"vacca"	"0"	"0"	"1"	"0"
"1810"	"valatelli"	"0"	"0"	"1"	"0"
"1811"	"valentini"	"1"	"0"	"1"	"0"
"1812"	"valier"	"1"	"0"	"1"	"0"
"1813"	"valle"	"1"	"0"	"1"	"0"
"1814"	"vanni"	"0"	"0"	"1"	"0"
"1815"	"vanti"	"0"	"0"	"1"	"0"
"1816"	"variense"	"0"	"0"	"1"	"0"
"1817"	"varisco"	"1"	"0"	"1"	"0"
"1818"	"varotto"	"0"	"0"	"1"	"0"
"1819"	"vecchi"	"0"	"0"	"1"	"0"
"1820"	"vecchia"	"0"	"0"	"1"	"0"
"1821"	"vedo"	"0"	"0"	"1"	"0"
"1822"	"vedoa"	"0"	"0"	"1"	"0"
"1823"	"veggia"	"0"	"0"	"1"	"0"
"1824"	"velano"	"0"	"0"	"1"	"0"
"1825"	"velutello"	"0"	"0"	"1"	"0"
"1826"	"vendramini"	"1"	"0"	"1"	"0"
"1827"	"veni"	"0"	"0"	"1"	"0"
"1828"	"venturati"	"0"	"0"	"1"	"0"
"1829"	"venturi"	"0"	"0"	"1"	"0"
"1830"	"verceto"	"0"	"0"	"1"	"0"
"1831"	"verdi"	"1"	"0"	"1"	"0"
"1832"	"verdizzo"	"0"	"0"	"1"	"0"
"1833"	"verdolini"	"0"	"0"	"1"	"0"
"1834"	"vergelli"	"0"	"0"	"1"	"0"
"1835"	"vermi"	"0"	"0"	"1"	"0"
"1836"	"veruzzi"	"0"	"0"	"1"	"0"
"1837"	"vescovi"	"1"	"0"	"1"	"0"
"1838"	"vespe"	"0"	"0"	"1"	"0"
"1839"	"vianello"	"1"	"0"	"1"	"0"
"1840"	"viani"	"1"	"0"	"1"	"0"
"1841"	"viannol"	"0"	"0"	"1"	"0"
"1842"	"viario"	"0"	"0"	"1"	"0"
"1843"	"vicario"	"0"	"0"	"1"	"0"
"1844"	"vicenzi"	"0"	"0"	"1"	"0"
"1845"	"vico"	"0"	"0"	"1"	"0"
"1846"	"vida"	"0"	"0"	"1"	"0"
"1847"	"vidmani"	"0"	"0"	"1"	"0"
"1848"	"vielmi"	"0"	"0"	"1"	"0"
"1849"	"vigerio"	"0"	"0"	"1"	"0"
"1850"	"vigna"	"1"	"0"	"1"	"0"
"1851"	"vignola"	"1"	"0"	"1"	"0"
"1852"	"vignon"	"0"	"0"	"1"	"0"
"1853"	"vinaccesi"	"0"	"0"	"1"	"0"
"1854"	"vincenti"	"1"	"0"	"1"	"0"
"1855"	"vinciguerra"	"0"	"0"	"1"	"0"
"1856"	"viola"	"1"	"0"	"1"	"0"
"1857"	"viscardi"	"0"	"0"	"1"	"0"
"1858"	"vito"	"0"	"0"	"1"	"0"
"1859"	"viviani"	"0"	"0"	"1"	"0"
"1860"	"vizzimano"	"0"	"0"	"1"	"0"
"1861"	"volta"	"0"	"0"	"1"	"0"
"1862"	"zaghis"	"0"	"0"	"1"	"0"
"1863"	"zamani"	"0"	"0"	"1"	"0"
"1864"	"zamberti"	"0"	"0"	"1"	"0"
"1865"	"zambon"	"1"	"0"	"1"	"0"
"1866"	"zanardini"	"1"	"0"	"1"	"0"
"1867"	"zancaropulo"	"0"	"0"	"1"	"0"
"1868"	"zanchi"	"1"	"0"	"1"	"0"
"1869"	"zanetti"	"1"	"0"	"1"	"0"
"1870"	"zanibon"	"1"	"0"	"1"	"0"
"1871"	"zanni"	"0"	"0"	"1"	"0"
"1872"	"zanoli"	"0"	"0"	"1"	"0"
"1873"	"zanotto"	"0"	"0"	"1"	"0"
"1874"	"zantani"	"0"	"0"	"1"	"1"
"1875"	"zantoderi"	"1"	"0"	"1"	"0"
"1876"	"zapata"	"0"	"0"	"1"	"0"
"1877"	"zara"	"1"	"0"	"1"	"0"
"1878"	"zarotti"	"0"	"0"	"1"	"0"
"1879"	"zatta"	"0"	"0"	"1"	"0"
"1880"	"zeffiri"	"0"	"0"	"1"	"0"
"1881"	"zenaro"	"1"	"0"	"1"	"0"
"1882"	"zentani"	"0"	"0"	"1"	"0"
"1883"	"zenton"	"0"	"0"	"1"	"0"
"1884"	"zeo"	"0"	"0"	"1"	"0"
"1885"	"zerbina"	"0"	"0"	"1"	"0"
"1886"	"zilio"	"0"	"0"	"1"	"0"
"1887"	"zilioni"	"0"	"0"	"1"	"0"
"1888"	"zinelli"	"1"	"0"	"1"	"0"
"1889"	"zio"	"0"	"0"	"1"	"0"
"1890"	"zocchi"	"1"	"0"	"1"	"0"
"1891"	"zonca"	"0"	"0"	"1"	"0"
"1892"	"zonta"	"1"	"0"	"1"	"0"
"1893"	"zoppino"	"0"	"0"	"1"	"0"
"1894"	"zordan"	"0"	"0"	"1"	"0"
"1895"	"zorzipapadopoli"	"0"	"0"	"1"	"0"
"1896"	"zottarello"	"0"	"0"	"1"	"0"
"1897"	"zuanelli"	"0"	"0"	"1"	"0"
"1898"	"zuccareda"	"0"	"0"	"1"	"0"
"1899"	"zuccato"	"1"	"0"	"1"	"0"
"1900"	"zucchi"	"0"	"0"	"1"	"0"
"1901"	"zucchini"	"0"	"0"	"1"	"0"
"1902"	"zuccoli"	"0"	"0"	"1"	"0"
"1903"	"zucconi"	"0"	"0"	"1"	"0"
"1904"	"zuccuol"	"0"	"0"	"1"	"0"
"1905"	"zuecca"	"0"	"0"	"1"	"0"
"1906"	"zusberti"	"0"	"0"	"1"	"0"
"1907"	"wcovich"	"0"	"0"	"1"	"0"
"1908"	"wlcano"	"0"	"0"	"1"	"0"
"1909"	"belli"	"1"	"0"	"0"	"1"
"1910"	"zen"	"1"	"0"	"0"	"0"
"1911"	"bragadini"	"1"	"0"	"0"	"1"
"1912"	"calvo"	"1"	"0"	"0"	"0"
"1913"	"todarini"	"1"	"0"	"0"	"0"
"1914"	"reti"	"1"	"0"	"0"	"0"
"1915"	"domenichini"	"1"	"0"	"0"	"0"
"1916"	"benefizio"	"1"	"0"	"0"	"0"
"1917"	"demanio"	"1"	"0"	"0"	"0"
"1918"	"nazionale"	"1"	"0"	"0"	"0"
"1919"	"memo"	"1"	"0"	"0"	"0"
"1920"	"basilico"	"1"	"0"	"0"	"0"
"1921"	"giustiniano"	"1"	"0"	"0"	"1"
"1922"	"vacilli"	"1"	"0"	"0"	"0"
"1923"	"societa"	"1"	"0"	"0"	"0"
"1924"	"mastini"	"1"	"0"	"0"	"0"
"1925"	"belloto"	"1"	"0"	"0"	"0"
"1926"	"molini"	"1"	"0"	"0"	"0"
"1927"	"zenobrio"	"1"	"0"	"0"	"0"
"1928"	"galino"	"1"	"0"	"0"	"0"
"1929"	"gallino"	"1"	"0"	"0"	"0"
"1930"	"dolfini"	"1"	"0"	"0"	"1"
"1931"	"micheli"	"1"	"0"	"0"	"0"
"1932"	"mosini"	"1"	"0"	"0"	"0"
"1933"	"rinaldo"	"1"	"0"	"0"	"0"
"1934"	"pagini"	"1"	"0"	"0"	"0"
"1935"	"condolmer"	"1"	"0"	"0"	"0"
"1936"	"magro"	"1"	"0"	"0"	"1"
"1937"	"caroboli"	"1"	"0"	"0"	"0"
"1938"	"ancillo"	"1"	"0"	"0"	"0"
"1939"	"vicentini"	"1"	"0"	"0"	"0"
"1940"	"crucij"	"1"	"0"	"0"	"0"
"1941"	"dona"	"1"	"0"	"0"	"0"
"1942"	"labbia"	"1"	"0"	"0"	"0"
"1943"	"dallasta"	"1"	"0"	"0"	"0"
"1944"	"crivellari"	"1"	"0"	"0"	"0"
"1945"	"bondoner"	"1"	"0"	"0"	"0"
"1946"	"bonali"	"1"	"0"	"0"	"0"
"1947"	"fannio"	"1"	"0"	"0"	"0"
"1948"	"rosada"	"1"	"0"	"0"	"0"
"1949"	"bernardi"	"1"	"0"	"0"	"0"
"1950"	"erizo"	"1"	"0"	"0"	"0"
"1951"	"trevisani"	"1"	"0"	"0"	"0"
"1952"	"giusto"	"1"	"0"	"0"	"0"
"1953"	"andreghetti"	"1"	"0"	"0"	"0"
"1954"	"farelli"	"1"	"0"	"0"	"0"
"1955"	"cariotti"	"1"	"0"	"0"	"0"
"1956"	"tamagna"	"1"	"0"	"0"	"0"
"1957"	"corner"	"1"	"0"	"0"	"1"
"1958"	"griti"	"1"	"0"	"0"	"0"
"1959"	"baldi"	"1"	"0"	"0"	"0"
"1960"	"panigai"	"1"	"0"	"0"	"0"
"1961"	"comarolo"	"1"	"0"	"0"	"0"
"1962"	"donado"	"1"	"0"	"0"	"0"
"1963"	"novazza"	"1"	"0"	"0"	"0"
"1964"	"varrotti"	"1"	"0"	"0"	"0"
"1965"	"lucchesi"	"1"	"0"	"0"	"0"
"1966"	"caresana"	"1"	"0"	"0"	"0"
"1967"	"petaro"	"1"	"0"	"0"	"0"
"1968"	"teodata"	"1"	"0"	"0"	"0"
"1969"	"vanetti"	"1"	"0"	"0"	"0"
"1970"	"semitana"	"1"	"0"	"0"	"0"
"1971"	"rovetti"	"1"	"0"	"0"	"0"
"1972"	"caliari"	"1"	"0"	"0"	"0"
"1973"	"sanfermi"	"1"	"0"	"0"	"0"
"1974"	"girolamo"	"1"	"0"	"0"	"0"
"1975"	"colletti"	"1"	"0"	"0"	"0"
"1976"	"armani"	"1"	"0"	"0"	"0"
"1977"	"lipamano"	"1"	"0"	"0"	"0"
"1978"	"ospitale"	"1"	"0"	"0"	"0"
"1979"	"garganego"	"1"	"0"	"0"	"0"
"1980"	"bertani"	"1"	"0"	"0"	"0"
"1981"	"pissamano"	"1"	"0"	"0"	"0"
"1982"	"caminarovik"	"1"	"0"	"0"	"0"
"1983"	"de"	"1"	"0"	"0"	"0"
"1984"	"capitolo"	"1"	"0"	"0"	"0"
"1985"	"vastielli"	"1"	"0"	"0"	"0"
"1986"	"marino"	"1"	"0"	"0"	"1"
"1987"	"moroni"	"1"	"0"	"0"	"0"
"1988"	"casa"	"1"	"0"	"0"	"0"
"1989"	"parrocchiale"	"1"	"0"	"0"	"0"
"1990"	"boldu"	"1"	"0"	"0"	"1"
"1991"	"norci"	"1"	"0"	"0"	"0"
"1992"	"vitalba"	"1"	"0"	"0"	"0"
"1993"	"lazari"	"1"	"0"	"0"	"0"
"1994"	"ribies"	"1"	"0"	"0"	"0"
"1995"	"sagramora"	"1"	"0"	"0"	"0"
"1996"	"bezza"	"1"	"0"	"0"	"0"
"1997"	"ghidoni"	"1"	"0"	"0"	"0"
"1998"	"leblond"	"1"	"0"	"0"	"0"
"1999"	"seriman"	"1"	"0"	"0"	"0"
"2000"	"tornimben"	"1"	"0"	"0"	"0"
"2001"	"fadiga"	"1"	"0"	"0"	"0"
"2002"	"sedea"	"1"	"0"	"0"	"0"
"2003"	"suzzi"	"1"	"0"	"0"	"0"
"2004"	"cajmo"	"1"	"0"	"0"	"0"
"2005"	"stecchini"	"1"	"0"	"0"	"0"
"2006"	"gc"	"1"	"0"	"0"	"0"
"2007"	"scagiola"	"1"	"0"	"0"	"0"
"2008"	"zoccolo"	"1"	"0"	"0"	"0"
"2009"	"carissimi"	"1"	"0"	"0"	"0"
"2010"	"carrissimi"	"1"	"0"	"0"	"0"
"2011"	"puzzetti"	"1"	"0"	"0"	"0"
"2012"	"kromer"	"1"	"0"	"0"	"0"
"2013"	"siedea"	"1"	"0"	"0"	"0"
"2014"	"tomasi"	"1"	"0"	"0"	"0"
"2015"	"regio"	"1"	"0"	"0"	"0"
"2016"	"camozzo"	"1"	"0"	"0"	"0"
"2017"	"prioli"	"1"	"0"	"0"	"0"
"2018"	"redenti"	"1"	"0"	"0"	"0"
"2019"	"ministero"	"1"	"0"	"0"	"0"
"2020"	"di"	"1"	"0"	"0"	"0"
"2021"	"finanza"	"1"	"0"	"0"	"0"
"2022"	"fabbrica"	"1"	"0"	"0"	"0"
"2023"	"zampieri"	"1"	"0"	"0"	"0"
"2024"	"ma"	"1"	"0"	"0"	"0"
"2025"	"sacogna"	"1"	"0"	"0"	"0"
"2026"	"bujovich"	"1"	"0"	"0"	"0"
"2027"	"toffetti"	"1"	"0"	"0"	"0"
"2028"	"filosi"	"1"	"0"	"0"	"0"
"2029"	"fogaroli"	"1"	"0"	"0"	"0"
"2030"	"robustello"	"1"	"0"	"0"	"0"
"2031"	"concina"	"1"	"0"	"0"	"0"
"2032"	"loccatelli"	"1"	"0"	"0"	"0"
"2033"	"bovicini"	"1"	"0"	"0"	"0"
"2034"	"fabrica"	"1"	"0"	"0"	"0"
"2035"	"rais"	"1"	"0"	"0"	"0"
"2036"	"zais"	"1"	"0"	"0"	"0"
"2037"	"resaro"	"1"	"0"	"0"	"0"
"2038"	"cadognola"	"1"	"0"	"0"	"0"
"2039"	"baraiter"	"1"	"0"	"0"	"0"
"2040"	"busi"	"1"	"0"	"0"	"0"
"2041"	"michielli"	"1"	"0"	"0"	"0"
"2042"	"comizzioli"	"1"	"0"	"0"	"0"
"2043"	"capello"	"1"	"0"	"0"	"1"
"2044"	"accerboni"	"1"	"0"	"0"	"0"
"2045"	"piati"	"1"	"0"	"0"	"0"
"2046"	"salvi"	"1"	"0"	"0"	"0"
"2047"	"gastaldi"	"1"	"0"	"0"	"0"
"2048"	"benzoni"	"1"	"0"	"0"	"0"
"2049"	"rombiasi"	"1"	"0"	"0"	"0"
"2050"	"appostoli"	"1"	"0"	"0"	"0"
"2051"	"merlo"	"1"	"0"	"0"	"0"
"2052"	"bresciani"	"1"	"0"	"0"	"0"
"2053"	"fascini"	"1"	"0"	"0"	"0"
"2054"	"vlasto"	"1"	"0"	"0"	"0"
"2055"	"frea"	"1"	"0"	"0"	"0"
